Id	Desc	Name	SceneResource	DBIndex	SceneRuleID	Type	IsOriginalWorldLoad	IsBigWorldLoad	IsBattleServerLoad	IsBattleCopySceneWorldLoad	Length	Width	Obstacle	Tussock	SceneMapTexture	SceneMapWidth	SceneMapHeight	SceneMapLogicWidth	BGMusic	CopySceneID	CopySceneReEnterable	MaxInstCount	PlayersMaxA	PlayersMaxB	PlayersMaxC	GroupNormalSize	GroupSlowSize	GroupPauseSize	ReliveType_1	ReliveType_2	ReliveType_3	ReliveType_4	Entry_x	Entry_z	Safe_x	Safe_z	ReliveOriginalNum	ReliveEntryNum	EnterSceneEffect	LeaveSceneEffect	WMEnterLevelLimit	EnterNoticeDicID	CanUsePlanScene	PlayerViewRadius	PlayerViewEdgeInc	ChangeTab	SafeAreaIndex	DamageRefixAreaIndex	SeamlessOffSetX	SeamlessOffsetZ	IsSeamlessLoadAll	LoadLevel	IsHideSummonMonster	IsAutoDisableOtherPlayerEffect	OpenNearPlayerLv	CancelGuiDaoGuWangTrans	CancelLieShanTrans	OpenMainUIAutoFade	IsTianHuaFly	ChatPaoMinLevel	InviteeLv	IsMagicSkillOpen
2042	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2043	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2044	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2045	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2046	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2047	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2048	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2049	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2050	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2051	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2052	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2053	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2054	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2055	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2056	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2057	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2058	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2059	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2060	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2061	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2062	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2063	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2064	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2065	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2066	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2067	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2068	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2069	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2070	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2071	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2072	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2073	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2074	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2075	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2076	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2077	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2078	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2079	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2080	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2081	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2082	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2083	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2084	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2085	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2086	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2087	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2088	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2089	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2090	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2091	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2092	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2093	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2094	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2095	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2096	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2097	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2098	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2099	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2100	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2101	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2102	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2103	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2104	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2105	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2106	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2107	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2108	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2109	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2110	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2111	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2112	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2113	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2114	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2115	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2116	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2117	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2118	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2119	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2120	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2121	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2122	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
2123	帮派新场景	帮派属地	180	-1	5	3	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	0	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
